SampleID,X.SampleID,Variety,SMC_perc_GravWaterCont_OutlierRmv,SRL_giaroots_OutlierRmv,PseudoRep,Block,Plot,VarRep,Ecotype,Origin,Y_coord,X_coord,SampleSite,Date,Date_Julian,Variety_ID,Avg_root_width_diam,Network_area,Network_perimeter,SRL_giaroots,Network_surface_area,Network_length,Network_volume,DNARootWetWt_g,EnvWt_g,WetRoot_EnvWt_g,DryRoot_g,WetRootWeight_total_g,DryWetRoot_ratio,DryRootWt_total_g,SRL,SRL_log,SRL_giaroots_log,RLD,RLD_OutlierRmv,pct_water_soil,pctN_soil,pct_Ndfa_sl,sfix_rate_gN_d,fix_rate_ugN_gsoil_d,NO3_ugperG.T0,NH4_ugperG.T0,NO3_ugperG.T7,NH4_ugperG.T7,days,min,nit,pct_water_rt,pctN_roots,pct_Ndfa_rt,rfix_rate_gN_d,fix_rate_ugN_groots_d,Notes_SR,harvest_year,harvest_date,planting_year,moisture_at_harvest_percent,dry_matter_yield_tons_acre,dry_matter_yield_mg_ha,inorg_N_ugperG.T0,SMC_perc_GravWaterCont,SMC_flag,Notes_TMC,fumigated_DOC_concentration_ugC_gsoil,fumigated_TN_concentration_ugN_gsoil,unfumigated_DOC_concentration_ugC_gsoil,unfumigated_TN_concentration_ugN_gsoil,ugC_MicBiomass_g_dry_soil,ugN_MicBiomass_g_dry_soil,MicBiomass_CN_ratio,DOC_TN_ratio,NO3_ugN_g_drysoil_K2SO4,NH4_ugN_g_drysoil_K2SO4,NO3_ugN_g_drysoil_K2SO4_SMCOutRmv,NH4_ugN_g_drysoil_K2SO4_SMCOutRmv,RootSieving_Date,DNAExtraction_Date,DNAextraction_notes
F6,TMCF6,Southlow,6.355932203,576.9616727,3,Two,23,Southlow_2,Upland,Native,7,8,Rhizosphere,20-Jul,202,F,0.037224924,15.9900189,1043.286957,576.9616727,59.4835909,508.6434783,0.881589718,0.2523,2.8819,4.0138,0.1196,1.3842,0.105663044,0.146258786,3477.695199,8.154125054,6.357775839,5.181251689,5.181251689,16.35,0.086073075,0.818649518,3.62E-06,0.810859392,1.018225301,3.140855422,0.002997904,0.116812048,7,-0.577038682,-0.145032485,75.04,0.475711119,0.108674173,1.71E-07,0.59422428,soil in bottom of root bag - some maybe not washed well enough…,2016,11/4/2016,2009,0.57,3.6,8.07013,4.159080723,6.355932203,NA,,139.5409789,26.47759735,129.0499564,30.49395437,23.31338342,NA,NA,4.231984964,1.18,1.3,1.18,1.3,1/27/2017,9/28/2016,
F6,TMCSGendoF6,Southlow,6.355932203,576.9616727,3,Two,23,Southlow_2,Upland,Native,7,8,Endosphere,20-Jul,202,F,0.037224924,15.9900189,1043.286957,576.9616727,59.4835909,508.6434783,0.881589718,0.2523,2.8819,4.0138,0.1196,1.3842,0.105663044,0.146258786,3477.695199,8.154125054,6.357775839,5.181251689,5.181251689,16.35,0.086073075,0.818649518,3.62E-06,0.810859392,1.018225301,3.140855422,0.002997904,0.116812048,7,-0.577038682,-0.145032485,75.04,0.475711119,0.108674173,1.71E-07,0.59422428,soil in bottom of root bag - some maybe not washed well enough…,2016,42678,2009,0.57,3.6,8.07013,4.159080723,6.355932203,NA,,139.5409789,26.47759735,129.0499564,30.49395437,23.31338342,NA,NA,4.231984964,1.18,1.3,1.18,1.3,1/27/2017,12/18/2017,
C4,TMCC4,EG2101,6.666666667,310.0934568,1,Two,11,EG2101_2,Upland,Bred,9,9,Rhizosphere,13-Jul,195,C,0.046903337,21.27546314,1152.252174,310.0934568,86.6296798,587.9130435,1.895922118,0.2446,2.8596,4.7076,0.4597,2.0926,0.248755411,0.520545574,1129.417045,7.029456889,5.736873726,5.988724086,5.988724086,15.7,0.0950689,2.169565217,9.04E-06,2.124183098,0.338183133,1.891048193,0.150875422,0.240975904,7,-0.262482857,-0.026758244,75.05,0.421835505,0.116764591,1.30E-07,0.507265191,small chunk of soil clinging to side appears drier than rest of soil,2016,11/4/2016,2010,0.48,4.4,9.86349,2.229231325,6.666666667,NA,,146.959338,26.72692351,63.35095645,12.03869636,185.7964033,27.20042064,6.830644487,5.262277123,0.8,1.31,0.8,1.31,11/12/2017,9/27/2016,
K5,TMCK5,Kanlow,8.315098468,949.5873438,2,Two,43,Kanlow_2,Lowland,Bred,8,7,Rhizosphere,27-Jul,209,K,0.030119211,8.502155009,629.6434783,949.5873438,33.48888576,353.9217391,0.372711095,0.252,2.916,3.3792,0.0812,0.7152,0.175302245,0.125376166,2822.878949,7.945512547,6.856027515,3.605192412,3.605192412,14.66,0.069911671,1.064323535,4.35E-06,0.953956878,0.838514458,1.290650602,0.025567952,0.36636506,7,-0.248176007,-0.116135215,79.9,0.555374593,0.191775194,2.69E-07,1.365475259,exetainer may not have been sealed - no positive pressure when opening,2016,11/4/2016,2009,0.45,4.3,9.63932,2.12916506,8.315098468,NA,,132.2659328,24.55153688,64.32554098,6.418767527,150.9786484,33.5792025,4.496195179,10.02147853,1.47,1.31,1.47,1.31,3/7/2017,9/30/2016,
K5,TMCSGendoK5,Kanlow,8.315098468,949.5873438,2,Two,43,Kanlow_2,Lowland,Bred,8,7,Endosphere,27-Jul,209,K,0.030119211,8.502155009,629.6434783,949.5873438,33.48888576,353.9217391,0.372711095,0.252,2.916,3.3792,0.0812,0.7152,0.175302245,0.125376166,2822.878949,7.945512547,6.856027515,3.605192412,3.605192412,14.66,0.069911671,1.064323535,4.35E-06,0.953956878,0.838514458,1.290650602,0.025567952,0.36636506,7,-0.248176007,-0.116135215,79.9,0.555374593,0.191775194,2.69E-07,1.365475259,exetainer may not have been sealed - no positive pressure when opening,2016,42678,2009,0.45,4.3,9.63932,2.12916506,8.315098468,NA,,132.2659328,24.55153688,64.32554098,6.418767527,150.9786484,33.5792025,4.496195179,10.02147853,1.47,1.31,1.47,1.31,3/7/2017,12/18/2017,
C7,TMCC7,EG2101,6.823027719,346.3286333,1,Three,12,EG2101_3,Upland,Bred,6,2,Rhizosphere,13-Jul,195,C,0.046181082,13.28340265,698.9130435,346.3286333,51.05125407,351.8782609,1.016024166,0.2516,2.8305,3.417,0.1154,0.8381,0.196760443,0.164904928,2133.825024,7.665671434,5.847388132,3.584376703,3.584376703,16.26,0.096687539,1.124234647,4.74E-06,1.119459128,0.440291566,4.247710843,2.315819277,0.798079518,7,-0.224871945,0.26793253,86.13,0.592046743,0.015676378,1.41E-08,0.095583406,,2016,11/4/2016,2010,0.55,3.8,8.51847,4.68800241,6.823027719,NA,,145.3705749,27.21188589,81.66044782,14.38304812,141.5780602,23.75710698,5.959398184,5.67754812,0.86,1.31,0.86,1.31,1/9/2018,9/27/2016,
D9,TMCD9,EG1101,6.837606838,224.672072,3,Three,16,EG1101_3,Lowland,Bred,4,1,Rhizosphere,13-Jul,195,D,0.045833813,11.70563327,674.2956522,224.672072,52.41654209,364.026087,1.620255174,0.253,2.944,4.182,0.5037,1.491,0.406865913,0.606637076,600.0722696,6.397050097,5.414641881,3.708119456,3.708119456,15.99,0.089263288,0.769514207,3.10E-06,0.707408531,0.816459036,3.169445783,1.471586747,1.507120482,7,-0.14388537,0.093589673,81.59,0.393073673,0.459475309,3.66E-07,1.860016962,small chunk of soil clinging to side appears drier than rest of soil,2016,11/4/2016,2010,0.51,3.8,8.51847,3.985904819,6.837606838,NA,,125.2064144,21.65016933,62.9033081,15.44162455,138.4513473,11.49730515,12.04206947,4.073619838,0.91,1.31,0.91,1.31,10/15/2017,9/27/2016,
A3,TMCA3,Blackwell,6.105263158,472.9991034,3,One,2,Blackwell_1,Upland,Native,10,9,Rhizosphere,28-Jun,180,A,0.03882169,10.09436673,604.4173913,472.9991034,37.81562365,310.0608696,0.655521051,0.2534,2.4444,2.9638,0.104,0.7728,0.200231036,0.154738544,2003.772691,7.602787028,6.159093493,3.158407554,3.158407554,14.04,0.111181622,0.637578442,4.34E-06,0.994207649,1.004746988,4.149686747,3.439012048,0.957368675,7,-0.108293287,0.347752151,70.19,0.604739875,0.000441606,1.15E-09,0.003740287,,2016,11/4/2016,2009,0.44,4.8,10.76017,5.154433735,6.105263158,NA,,56.80076437,10.55985345,26.12830341,6.68223418,68.16102436,7.180776421,9.492152431,3.910114897,0.91,1.31,0.91,1.31,2/23/2017,9/20/2016,
L9,TMCL9,EG1102,8.836206897,391.9568653,3,Three,48,EG1102_3,Lowland,Bred,4,12,Rhizosphere,27-Jul,209,L,0.042602691,19.35795841,1022.53913,391.9568653,78.46184044,586.2347826,1.495661473,0.2528,2.9015,5.1973,0.2792,2.5486,0.121613381,0.309943863,1891.422458,7.545084448,5.971151796,5.97162863,5.97162863,14.75,0.091518373,0.437555887,2.18E-06,0.51338978,1.034971084,3.471686747,1.196710843,0.893244578,7,-0.345243201,0.02310568,81.43,0.437903153,0.032367909,4.49E-08,0.181718069,,2016,11/4/2016,2010,0.45,4.2,9.41515,4.506657831,8.836206897,NA,,135.9575497,22.07557087,72.01663115,7.147202314,142.09093,27.64512696,5.13981832,10.07619877,1.23,1.32,1.23,1.32,3/24/2017,9/30/2016,
K7,TMCK7,Kanlow,7.327586207,919.6680077,1,Three,44,Kanlow_3,Lowland,Bred,6,4,Rhizosphere,27-Jul,209,K,0.029635269,13.99871456,1059.921739,919.6680077,54.18047331,581.9478261,0.632780331,0.2495,2.8604,3.518,0.0677,0.9071,0.102950122,0.093386055,6231.635161,8.737394043,6.824012744,5.927959928,5.927959928,15.69,0.101626698,0.592907801,3.37E-06,0.77250336,0.296931325,1.931891566,0.010905181,0.490937349,7,-0.24671148,-0.040860878,79.09,0.554040144,0.554311696,8.15E-07,3.937319643,,2016,11/4/2016,2009,0.45,4.5,10.08766,2.228822892,7.327586207,NA,,158.0757553,32.05773398,77.00931082,11.4977349,180.1476544,38.07407238,4.731504752,6.69778104,1.44,1.32,1.44,1.32,3/7/2017,9/30/2016,
K7,TMCSGendoK7,Kanlow,7.327586207,919.6680077,1,Three,44,Kanlow_3,Lowland,Bred,6,4,Endosphere,27-Jul,209,K,0.029635269,13.99871456,1059.921739,919.6680077,54.18047331,581.9478261,0.632780331,0.2495,2.8604,3.518,0.0677,0.9071,0.102950122,0.093386055,6231.635161,8.737394043,6.824012744,5.927959928,5.927959928,15.69,0.101626698,0.592907801,3.37E-06,0.77250336,0.296931325,1.931891566,0.010905181,0.490937349,7,-0.24671148,-0.040860878,79.09,0.554040144,0.554311696,8.15E-07,3.937319643,,2016,42678,2009,0.45,4.5,10.08766,2.228822892,7.327586207,NA,,158.0757553,32.05773398,77.00931082,11.4977349,180.1476544,38.07407238,4.731504752,6.69778104,1.44,1.32,1.44,1.32,3/7/2017,12/18/2017,
C11,TMCC11,EG2101,6.595744681,289.8709292,2,Four,9,EG2101_4,Upland,Bred,2,9,Rhizosphere,13-Jul,195,C,0.047872184,9.091342155,451.3478261,289.8709292,35.8750691,238.5391304,0.822914982,0.244,2.836,3.3584,0.079,0.7664,0.151225115,0.115898928,2058.165114,7.629570143,5.669435752,2.4298577,2.4298577,16.07,0.120889572,0.823213618,4.35E-06,1.024901562,1.372337349,2.842698795,5.54653012,1.295143373,7,0.375233907,0.596313253,84.76,0.57222169,0.006000312,5.55E-09,0.035360543,,2016,11/4/2016,2010,0.5,4.6,10.31183,4.215036145,6.595744681,NA,,144.2068214,29.17034945,58.84795621,10.37490895,189.686367,34.8063713,5.449759912,5.672141943,1.12,1.32,1.12,1.32,1/9/2018,9/28/2016,
L1,TMCL1,EG1102,8.459869848,244.3708785,1,One,46,EG1102_1,Lowland,Bred,12,2,Rhizosphere,27-Jul,209,L,0.046206409,16.18994329,883.2869565,244.3708785,71.63793824,493.5043478,2.019489192,0.2523,2.8659,4.6496,0.7295,2.036,0.408981331,0.83268599,592.6656073,6.38463034,5.498687065,5.027038278,5.027038278,15.15,0.126204988,0.634727503,4.62E-06,1.026997141,1.33516988,3.18986747,6.463463855,11.5210988,7,1.922789329,0.732613425,81.76,0.493421584,0.018932528,2.36E-08,0.119765613,,2016,11/4/2016,2010,0.41,5,11.20851,4.525037349,8.459869848,NA,,125.3026497,26.38840442,60.72784719,9.753371416,143.4995611,30.80561668,4.658227186,6.226344163,1.55,1.33,1.55,1.33,3/24/2017,9/23/2016,
A10,TMCA10,Blackwell,7.974137931,779.2850537,1,Four,1,Blackwell_4,Upland,Native,3,2,Rhizosphere,28-Jun,180,A,0.032351354,20.88060491,1474.6,779.2850537,77.95652349,767.026087,0.984268957,0.2507,2.4244,3.0984,0.134,0.9247,0.198813056,0.183842433,4172.192858,8.336197042,6.658376902,7.813243221,7.813243221,14.92,0.073073775,0.828594335,3.60E-06,0.849207801,0.933066867,5.017608434,6.396072289,1.489966265,7,0.276480465,0.780429346,70.65,0.472175379,0.020926826,4.39E-08,0.138391201,,2016,11/4/2016,2009,0.54,4,8.96681,5.950675301,7.974137931,NA,,95.92609581,17.42833314,17.42391544,3.910294206,174.4492897,25.03340544,6.968659942,4.455909075,1.22,1.36,1.22,1.36,2/23/2017,9/27/2016,
G5,TMCG5,Cave-in-Rock,6.170212766,604.6723142,2,Two,27,Cave-in-Rock_2,Upland,Native,8,12,Rhizosphere,20-Jul,202,G,0.035456864,11.84831758,773.9043478,604.6723142,45.46787795,408.1826087,0.675047624,0.2511,2.3583,3.0483,0.0189,0.9411,0.027391304,0.025777957,15834.56037,9.669950195,6.404686682,4.157915949,4.157915949,15.25,0.100173563,0.723537985,3.68E-06,0.834054983,0.12555253,3.941385542,0.324255542,1.001479518,7,-0.39160043,0.028386145,86.7,0.471192455,0.005527132,4.10E-09,0.029934975,,2016,11/4/2016,2009,0.49,4.6,10.31183,4.066938072,6.170212766,NA,,111.3863013,23.89563768,98.19415319,27.81011622,29.3158846,NA,NA,3.530878922,1.35,1.36,1.35,1.36,2/2/2017,9/28/2016,
G5,TMCSGendoG5,Cave-in-Rock,6.170212766,604.6723142,2,Two,27,Cave-in-Rock_2,Upland,Native,8,12,Endosphere,20-Jul,202,G,0.035456864,11.84831758,773.9043478,604.6723142,45.46787795,408.1826087,0.675047624,0.2511,2.3583,3.0483,0.0189,0.9411,0.027391304,0.025777957,15834.56037,9.669950195,6.404686682,4.157915949,4.157915949,15.25,0.100173563,0.723537985,3.68E-06,0.834054983,0.12555253,3.941385542,0.324255542,1.001479518,7,-0.39160043,0.028386145,86.7,0.471192455,0.005527132,4.10E-09,0.029934975,,2016,42678,2009,0.49,4.6,10.31183,4.066938072,6.170212766,NA,,111.3863013,23.89563768,98.19415319,27.81011622,29.3158846,NA,NA,3.530878922,1.35,1.36,1.35,1.36,2/2/2017,12/18/2017,
L4,TMCL4,EG1102,8.459869848,694.2855288,1,Two,47,EG1102_2,Lowland,Bred,9,11,Rhizosphere,27-Jul,209,L,0.03390799,7.971720227,560.9652174,694.2855288,30.02247655,281.8347826,0.405934981,0.2475,2.8922,3.4095,0.0602,0.7648,0.116373478,0.089002436,3166.596288,8.060412564,6.542883301,2.870885022,2.870885022,15.31,0.063448871,0.544067797,1.99E-06,0.442570353,0.557920482,2.083012048,0.05630259,0.748046386,7,-0.262369079,-0.071659699,77.07,0.438367273,0.297908951,3.80E-07,1.674276082,,2016,11/4/2016,2010,0.41,5.7,12.7777,2.64093253,8.459869848,NA,,91.5811527,18.52241382,54.51878302,7.365422705,82.36082152,20.66109465,3.986275796,7.401989703,1.45,1.38,1.45,1.38,3/24/2017,9/30/2016,
B11,TMCB11,Dacotah,4.821802935,499.2865325,2,Four,5,Dacotah_4,Upland,Bred,2,5,Rhizosphere,28-Jun,180,B,0.036862647,14.90570888,922.9826087,499.2865325,59.97615958,517.8956522,1.037271423,0.2523,2.8135,4.193,0.3315,1.6318,0.240304458,0.392128815,1320.728375,7.185938662,6.213180144,5.275498138,5.275498138,14.98,0.083638293,0.57852984,2.98E-06,0.678643035,0.967171084,2.842698795,4.382493976,1.148515663,7,0.245877108,0.48790327,77.96,0.758440914,0.017905722,4.32E-08,0.190202134,,2016,11/4/2016,2009,0.55,1.9,4.25923,3.80986988,4.821802935,NA,,99.51548559,19.27062652,28.17974758,6.724992157,158.5238622,23.23265623,6.823320615,4.190301925,0.85,1.39,0.85,1.39,4/10/2017,9/27/2016,
F4,TMCF4,Southlow,8.026030369,397.4711384,1,Two,23,Southlow_2,Upland,Native,9,8,Rhizosphere,20-Jul,202,F,0.041309862,15.3779206,926.7217391,397.4711384,60.06273858,462.8086957,1.164383149,0.2511,2.8965,4.1779,0.3003,1.5325,0.234353051,0.359146051,1288.636459,7.16133993,5.985122324,4.71435974,4.71435974,16.35,0.086073075,0.818649518,3.62E-06,0.810859392,1.018225301,3.140855422,0.002997904,0.116812048,7,-0.577038682,-0.145032485,75.04,0.475711119,0.108674173,1.71E-07,0.59422428,soil in bottom of root bag - some maybe not washed well enough…,2016,11/4/2016,2009,0.57,3.6,8.07013,4.159080723,8.026030369,NA,,194.913647,33.42650656,123.5915964,25.04324068,158.4934458,15.52456643,10.20920272,4.935127925,1.01,1.4,1.01,1.4,1/27/2017,9/28/2016,
F4,TMCSGendoF4,Southlow,8.026030369,397.4711384,1,Two,23,Southlow_2,Upland,Native,9,8,Endosphere,20-Jul,202,F,0.041309862,15.3779206,926.7217391,397.4711384,60.06273858,462.8086957,1.164383149,0.2511,2.8965,4.1779,0.3003,1.5325,0.234353051,0.359146051,1288.636459,7.16133993,5.985122324,4.71435974,4.71435974,16.35,0.086073075,0.818649518,3.62E-06,0.810859392,1.018225301,3.140855422,0.002997904,0.116812048,7,-0.577038682,-0.145032485,75.04,0.475711119,0.108674173,1.71E-07,0.59422428,soil in bottom of root bag - some maybe not washed well enough…,2016,42678,2009,0.57,3.6,8.07013,4.159080723,8.026030369,NA,,194.913647,33.42650656,123.5915964,25.04324068,158.4934458,15.52456643,10.20920272,4.935127925,1.01,1.4,1.01,1.4,1/27/2017,12/18/2017,
I1,TMCI1,NE28,6.423982869,1190.817646,1,One,34,NE28_1,Upland,Native,12,4,Rhizosphere,20-Jul,202,I,0.027252567,8.817769376,724.9130435,1190.817646,34.23244055,399.8347826,0.335764912,0.2472,2.8711,3.395,0.049,0.7711,0.093529299,0.072120443,5543.986793,8.620469159,7.082395448,4.072881559,4.072881559,15.9,0.094220984,0.642775902,3.22E-06,0.696927249,1.686831325,2.830445783,1.353549398,0.495797711,7,-0.381132857,-0.047611704,83.13,0.513337553,0.010550996,1.04E-08,0.062255434,,2016,11/4/2016,2009,0.46,2.9,6.50094,4.517277108,6.423982869,NA,,135.0946013,25.98779538,76.81953116,15.78560398,129.5001559,18.89294703,6.854417984,4.866429644,1.84,1.41,1.84,1.41,14-Apr,9/23/2016,
I3,TMCI3,NE28,7.112068966,1020.334976,3,One,34,NE28_1,Upland,Native,10,4,Rhizosphere,20-Jul,202,I,0.028805132,6.230699433,500.8086957,1020.334976,22.78402649,251.773913,0.246756133,0,2.8964,3.3865,0.0427,0.4901,0.087125077,0.0427,5896.344567,8.682087873,6.92788626,2.564672639,2.564672639,15.9,0.094220984,0.642775902,3.22E-06,0.696927249,1.686831325,2.830445783,1.353549398,0.495797711,7,-0.381132857,-0.047611704,83.13,0.513337553,0.010550996,1.04E-08,0.062255434,,2016,11/4/2016,2009,0.46,2.9,6.50094,4.517277108,7.112068966,NA,Not enough for root DNA,176.6410855,28.66244925,78.22020918,16.13725699,218.7130586,23.19480048,9.4294003,4.84718123,1.65,1.42,1.65,1.42,14-Apr,9/23/2016,
L11,TMCL11,EG1102,9.586056645,541.375418,2,Four,45,EG1102_4,Lowland,Bred,2,12,Rhizosphere,27-Jul,209,L,0.034999198,18.57625709,1232.182609,541.375418,74.53203085,677.8521739,1.252092635,0.2514,2.9269,4.8812,0.1864,2.2057,0.09537942,0.210378386,3222.061859,8.077776763,6.294112972,6.904881062,6.904881062,14.96,0.100247136,0.479346497,2.88E-06,0.616065559,1.307396386,3.385915663,3.255216867,1.609228916,7,0.024447676,0.278260069,77.21,0.453428617,0.03910945,5.39E-08,0.227350564,,2016,11/4/2016,2010,0.44,4.8,10.76017,4.693312048,9.586056645,NA,,136.0669969,26.07022708,84.60886314,7.996540738,114.3514084,33.46978953,3.416555945,10.58068306,1.31,1.43,1.31,1.43,3/24/2017,9/30/2016,
G7,TMCG7,Cave-in-Rock,5.93220339,332.3833461,1,Three,28,Cave-in-Rock_3,Upland,Native,6,6,Rhizosphere,20-Jul,202,G,0.043466681,12.49247637,719.3043478,332.3833461,48.41038914,354.5130435,1.066578839,0.2461,2.3869,3.2725,0.2034,1.1317,0.229674797,0.259922967,1363.915805,7.21811511,5.80628896,3.611215682,3.611215682,17.45,0.116776694,0.772887583,4.73E-06,1.038610551,0.006980133,3.880120482,0.054689277,3.357325301,7,-0.067869434,0.006815592,81.92,0.505793115,0.038453792,4.85E-08,0.223559347,,2016,11/4/2016,2009,0.48,4.7,10.536,3.887100614,5.93220339,NA,,121.734239,25.11331511,82.32381773,19.57144138,87.57871403,10.26272913,8.533667109,4.206323701,1.23,1.43,1.23,1.43,2/2/2017,9/28/2016,
G7,TMCSGendoG7,Cave-in-Rock,5.93220339,332.3833461,1,Three,28,Cave-in-Rock_3,Upland,Native,6,6,Endosphere,20-Jul,202,G,0.043466681,12.49247637,719.3043478,332.3833461,48.41038914,354.5130435,1.066578839,0.2461,2.3869,3.2725,0.2034,1.1317,0.229674797,0.259922967,1363.915805,7.21811511,5.80628896,3.611215682,3.611215682,17.45,0.116776694,0.772887583,4.73E-06,1.038610551,0.006980133,3.880120482,0.054689277,3.357325301,7,-0.067869434,0.006815592,81.92,0.505793115,0.038453792,4.85E-08,0.223559347,,2016,42678,2009,0.48,4.7,10.536,3.887100614,5.93220339,NA,,121.734239,25.11331511,82.32381773,19.57144138,87.57871403,10.26272913,8.533667109,4.206323701,1.23,1.43,1.23,1.43,2/2/2017,12/18/2017,
B8,TMCB8,Dacotah,3.483606557,294.3376336,2,Three,8,Dacotah_3,Upland,Bred,5,8,Rhizosphere,28-Jun,180,B,0.046061462,22.1847259,1102.121739,294.3376336,98.67211502,681.8782609,2.316653337,0.2462,2.552,5.743,0.703,3.4372,0.220307114,0.757239611,900.4788585,6.802926687,5.684727522,6.945892441,6.945892441,14.37,0.111154374,0.348556814,2.34E-06,0.543388702,0.799304819,2.91213253,0.757644578,0.766221687,7,-0.312510155,-0.005951463,77.98,0.626274347,0.367988235,6.68E-07,3.227753388,,2016,11/4/2016,2009,0.67,0.8,1.79336,3.711437349,3.483606557,NA,,65.77207381,11.49969231,26.96213954,3.373622931,86.24429839,15.04827662,5.731174444,7.992043003,0.69,1.45,0.69,1.45,4/10/2017,9/27/2016,
K9,TMCK9,Kanlow,10.04784689,532.3384568,3,Three,44,Kanlow_3,Lowland,Bred,4,4,Rhizosphere,27-Jul,209,K,0.035872217,7.737542533,502.9130435,532.3384568,33.30408607,295.5217391,0.555138813,0.2513,2.8539,3.3628,0.1046,0.7602,0.205541364,0.156252545,1891.308328,7.545024106,6.277279484,3.010305991,3.010305991,15.69,0.101626698,0.592907801,3.37E-06,0.77250336,0.296931325,1.931891566,0.010905181,0.490937349,7,-0.24671148,-0.040860878,79.09,0.554040144,0.554311696,8.15E-07,3.937319643,,2016,11/4/2016,2009,0.45,4.5,10.08766,2.228822892,10.04784689,NA,,164.2375518,31.12889593,66.14578921,8.83162929,217.9816946,41.29123452,5.279127571,7.489647384,1.87,1.45,1.87,1.45,3/7/2017,9/30/2016,
K9,TMCSGendoK9,Kanlow,10.04784689,532.3384568,3,Three,44,Kanlow_3,Lowland,Bred,4,4,Endosphere,27-Jul,209,K,0.035872217,7.737542533,502.9130435,532.3384568,33.30408607,295.5217391,0.555138813,0.2513,2.8539,3.3628,0.1046,0.7602,0.205541364,0.156252545,1891.308328,7.545024106,6.277279484,3.010305991,3.010305991,15.69,0.101626698,0.592907801,3.37E-06,0.77250336,0.296931325,1.931891566,0.010905181,0.490937349,7,-0.24671148,-0.040860878,79.09,0.554040144,0.554311696,8.15E-07,3.937319643,,2016,42678,2009,0.45,4.5,10.08766,2.228822892,10.04784689,NA,,164.2375518,31.12889593,66.14578921,8.83162929,217.9816946,41.29123452,5.279127571,7.489647384,1.87,1.45,1.87,1.45,3/7/2017,12/18/2017,
E7,TMCE7,Shelter,6.355932203,853.3228709,1,Three,20,Shelter_3,Upland,Bred,6,5,Rhizosphere,13-Jul,195,E,0.030634559,8.104952741,603.0695652,853.3228709,30.55033766,317.4347826,0.371998447,0.2453,2.864,3.3492,0.0451,0.7305,0.09295136,0.067900969,4674.966923,8.449977366,6.749137988,3.233521265,3.233521265,16.57,0.087893643,0.438665216,1.77E-06,0.397073982,0.365548193,2.577216867,0.02083012,2.321945783,7,-0.085712737,-0.049245439,79.53,0.529764206,0.050121712,5.93E-08,0.273457146,,2016,11/4/2016,2010,0.59,3.7,8.2943,2.94276506,6.355932203,NA,,152.4843214,27.46576974,56.10514494,13.38058798,214.1759476,26.08366993,8.211112477,4.193025376,0.92,1.46,0.92,1.46,1/11/2018,9/28/2016,
D4,TMCD4,EG1101,5.473684211,398.9204805,1,Two,15,EG1101_2,Lowland,Bred,9,1,Rhizosphere,13-Jul,195,D,0.038879466,21.11364839,1356.86087,398.9204805,84.84827251,694.6608696,1.741351732,0.246,2.955,5.118,0.4505,2.409,0.208275543,0.501735784,1384.515301,7.233105394,5.9887621,7.076101351,7.076101351,15.55,0.079606572,1.261688435,4.34E-06,1.034384048,0.570173494,1.793024096,0.258946988,0.7797,7,-0.189221515,-0.044460929,80.65,0.385250737,0.664012346,5.45E-07,2.634513346,,2016,11/4/2016,2010,0.5,4.7,10.536,2.36319759,5.473684211,NA,,131.7737194,25.26952571,65.44309473,13.429011,147.4013882,21.9268791,6.722406209,4.873262426,1.13,1.46,1.13,1.46,8/29/2017,9/27/2016,
D12,TMCD12,EG1101,5.307855626,433.0344743,3,Four,13,EG1101_4,Lowland,Bred,1,4,Rhizosphere,13-Jul,195,D,0.039491857,16.41497164,965.1217391,433.0344743,66.41701678,535.3304348,1.236230523,0.249,2.899,4.2462,0.166,1.5962,0.123218527,0.196681413,2721.81507,7.909054242,6.070817342,5.453096005,5.453096005,15.86,0.08935049,0.558578251,2.16E-06,0.513998357,1.273087952,3.626891566,4.688819277,1.727674699,7,0.216644923,0.487961618,83.31,0.454905336,0.010054086,1.21E-08,0.047102548,,2016,11/4/2016,2010,0.53,4.4,9.86349,4.899979518,5.307855626,NA,,138.7026895,27.58331414,49.01657078,10.82391382,199.3024861,31.03592651,6.421670255,4.528544073,0.88,1.46,0.88,1.46,10/15/2017,9/27/2016,
L8,TMCL8,EG1102,8.423326134,411.1877706,2,Three,48,EG1102_3,Lowland,Bred,5,12,Rhizosphere,27-Jul,209,L,0.040728019,13.09512287,768.6869565,411.1877706,52.42646841,409.7391304,0.996476938,0.2496,2.8749,3.8848,0.1165,1.2595,0.115357956,0.145293346,2820.081869,7.944521195,6.019049973,4.173771319,4.173771319,14.75,0.091518373,0.437555887,2.18E-06,0.51338978,1.034971084,3.471686747,1.196710843,0.893244578,7,-0.345243201,0.02310568,81.43,0.437903153,0.032367909,4.49E-08,0.181718069,,2016,11/4/2016,2010,0.45,4.2,9.41515,4.506657831,8.423326134,NA,,120.7302675,20.51641,60.23269888,10.24092709,134.4390414,19.02867205,7.065077429,5.881567006,1.38,1.46,1.38,1.46,3/24/2017,9/30/2016,
